school,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,health,absences,G3,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,Prev_Academic_Avg,Study_Efficiency,Total_Alc,Total_Support,Academic_Trend,Pressure_Score
0,0,1.0771313783985432,1,0,0,4,4,2,0.05453625709921346,-0.35018748795170074,1,0,0,0,1,1,0,0,4,3,4,3,0.22208722094515607,11,False,False,False,False,False,False,False,True,False,False,False,True,False,-2.388340831981675,-0.03071764783488606,-0.7570771246767328,1,11,4
0,0,0.24689913207624084,1,0,1,1,1,1,0.05453625709921346,-0.35018748795170074,0,1,0,0,0,1,1,0,5,3,3,3,-0.3383968170690111,11,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.6468818297901122,-0.03071764783488606,-0.7570771246767328,1,2,2
0,0,-1.413565360568364,1,1,1,1,1,1,0.05453625709921346,-0.35018748795170074,1,0,0,0,1,1,1,0,4,3,2,3,0.7825712589593232,12,False,False,False,False,False,True,False,False,False,True,False,True,False,0.3205953936496449,-0.03071764783488606,0.6517001735392955,1,1,6
0,0,-1.413565360568364,1,0,1,4,2,1,1.2465430194105918,-0.35018748795170074,0,1,0,1,1,1,1,1,3,2,2,5,-0.8988808550831783,14,True,False,False,False,False,False,True,False,True,False,False,True,False,0.9010817277134991,1.771122653278549,-0.7570771246767328,1,0,0
0,0,-0.5833331142460615,1,0,1,3,3,1,0.05453625709921346,-0.35018748795170074,0,1,0,0,1,1,0,0,4,3,2,5,-0.8988808550831783,13,False,True,False,False,False,True,False,False,True,False,False,False,False,0.12709994896169347,-0.03071764783488606,-0.4440155028509486,1,2,0
0,1,-0.5833331142460615,1,1,1,4,3,1,0.05453625709921346,-0.35018748795170074,0,1,0,1,1,1,1,0,5,4,2,5,0.7825712589593232,13,False,False,True,False,False,True,False,False,False,False,True,True,False,0.12709994896169347,-0.391085708057573,-0.4440155028509486,1,0,6
0,1,-0.5833331142460615,1,1,1,2,2,1,0.05453625709921346,-0.35018748795170074,0,0,0,0,1,1,1,0,4,4,4,3,-0.8988808550831783,13,False,True,False,False,False,True,False,False,True,False,False,True,False,0.3205953936496449,-0.391085708057573,-0.7570771246767328,0,-1,0
0,0,0.24689913207624084,1,0,0,4,4,2,0.05453625709921346,-0.35018748795170074,1,1,0,0,1,1,0,0,4,1,4,1,-0.3383968170690111,13,False,True,False,False,False,False,False,True,True,False,False,True,False,-0.06639549572625794,1.771122653278549,-0.7570771246767328,2,3,2
0,1,-1.413565360568364,1,1,0,3,2,1,0.05453625709921346,-0.35018748795170074,0,1,0,0,1,1,1,0,4,2,2,1,-0.8988808550831783,17,False,False,True,False,False,True,False,False,True,False,False,True,False,1.4815680617773535,0.5698957858695921,-0.7570771246767328,1,1,0
0,1,-1.413565360568364,1,0,1,3,4,1,0.05453625709921346,-0.35018748795170074,0,1,0,1,1,1,1,0,5,5,1,5,-0.8988808550831783,13,False,True,False,False,False,True,False,False,True,False,False,True,False,0.12709994896169347,-0.6313310815393645,-0.7570771246767328,1,0,0
0,0,-1.413565360568364,1,0,1,4,4,1,0.05453625709921346,-0.35018748795170074,0,1,0,0,1,1,1,0,3,3,3,2,-0.3383968170690111,14,False,False,False,True,True,False,False,False,False,False,True,True,False,0.9010817277134991,-0.03071764783488606,-0.4440155028509486,1,0,2
0,0,-1.413565360568364,1,0,1,2,1,3,1.2465430194105918,-0.35018748795170074,0,1,0,1,1,1,1,0,5,2,2,4,-0.8988808550831783,13,False,False,True,False,False,True,False,False,False,False,True,False,False,-0.25989094041420935,1.771122653278549,-0.7570771246767328,1,2,0
0,1,-1.413565360568364,1,1,1,4,4,1,-1.137470505212165,-0.35018748795170074,0,1,0,1,1,1,1,0,4,3,3,5,-0.8988808550831783,12,True,False,False,False,False,False,True,False,False,False,False,False,False,0.3205953936496449,-0.9316377983916035,-0.13095388102516461,1,1,0
0,1,-1.413565360568364,1,0,1,4,3,2,0.05453625709921346,-0.35018748795170074,0,1,0,0,1,1,1,0,5,4,3,3,-0.8988808550831783,13,False,False,False,True,False,True,False,False,False,False,False,True,False,0.12709994896169347,-0.391085708057573,-0.4440155028509486,1,0,0
0,1,-1.413565360568364,1,0,0,2,2,1,1.2465430194105918,-0.35018748795170074,0,1,0,0,1,1,1,1,4,5,2,3,-0.8988808550831783,15,False,True,False,False,False,True,False,False,True,False,False,False,True,0.9010817277134991,-0.03071764783488606,-0.7570771246767328,1,0,0
0,0,-0.5833331142460615,1,0,1,4,4,1,-1.137470505212165,-0.35018748795170074,0,1,0,0,1,1,1,0,4,4,4,2,0.7825712589593232,17,True,False,False,False,False,True,False,False,True,False,False,True,False,2.0620543958412076,-1.111821828502947,-0.4440155028509486,1,0,6
0,0,-0.5833331142460615,1,0,1,4,4,1,1.2465430194105918,-0.35018748795170074,0,1,0,1,1,1,1,0,3,2,3,2,1.9035393349876577,14,False,False,True,False,False,False,True,False,False,False,True,True,False,0.5140908383375963,1.771122653278549,-0.4440155028509486,1,0,10
0,0,-0.5833331142460615,1,0,1,3,3,3,0.05453625709921346,-0.35018748795170074,1,1,0,1,1,1,0,0,5,3,2,4,-0.3383968170690111,14,False,True,False,False,False,True,False,False,False,False,True,True,False,0.7075862830255477,-0.03071764783488606,-0.7570771246767328,2,1,2
0,1,0.24689913207624084,1,0,1,3,2,1,-1.137470505212165,4.834846607849287,0,1,1,1,1,1,1,0,5,5,5,5,-0.3383968170690111,7,False,False,True,False,False,False,True,False,False,False,False,True,False,-1.420863608541918,-1.2319445152438429,0.96476179536508,1,0,8
0,1,-0.5833331142460615,1,1,1,4,3,1,-1.137470505212165,-0.35018748795170074,0,0,0,1,1,1,1,0,3,1,3,5,0.7825712589593232,12,True,False,False,False,False,True,False,False,True,False,False,False,False,0.12709994896169347,-0.03071764783488606,-0.13095388102516461,0,0,6
